_id,date,action,comment,cat,recap
276d841b-dbc3-43d1-9051-b603eea48480,2018-10-25T12:17:48.049823,bad,scratched furniture,ollie,ollie scratched furniture
c67cf26e-bc7e-47d6-b480-55bd181074ee,2017-09-09T12:50:07.049833,bad,scratched furniture,biscuit,biscuit scratched furniture
97786aa1-8d4a-4032-aa6d-05e4dd432d28,2017-03-07T00:31:54.049841,good,cuddled with me,zeep,zeep cuddled with me
8fe91c7f-acba-44d3-8a6b-295979f6da87,2018-01-03T21:48:21.049850,bad,attacked partner,sammy,sammy attacked partner
12ac2431-7be1-4c07-9b14-ffa36d129d94,2021-04-28T13:11:50.049860,good,plays fetch,peanut butter,peanut butter plays fetch
72c4ef2a-5072-471b-8cf5-96c1dc2e3ec9,2017-03-08T09:09:15.049869,bad,attacked me,mio,mio attacked me
832ad3f3-520e-4b06-a7e6-12a4cd13a895,2021-11-07T15:15:56.049878,good,cuddled with partner,idget,idget cuddled with partner
b27d0156-f9a1-4cd8-aa4f-de7e185cad32,2018-03-30T06:03:44.049886,good,cuddled with partner,biscuit,biscuit cuddled with partner
a893babe-6cde-492f-9a26-26a06b5bbeda,2021-04-13T18:53:38.049895,bad,scratched furniture,sammy,sammy scratched furniture
227f1e33-98d1-4ceb-bb05-68211fefb69c,2020-11-28T12:29:09.049903,good,cuddled with me,ollie,ollie cuddled with me
ff8ecb87-6f5f-4857-b817-52cc068778ba,2021-07-03T11:29:50.049912,bad,scratched drapes,zeep,zeep scratched drapes
1e861d84-bb9f-43cc-9411-244d97e93081,2020-07-27T09:58:27.049920,good,cuddled with me,peanut butter,peanut butter cuddled with me
3e1f5ecc-283d-4cf7-bf11-c21100952cfb,2018-11-23T11:14:17.049929,good,did something adorable,idget,idget did something adorable
c299db65-964c-4f2a-886c-05f81c6c5685,2020-01-15T09:33:10.049937,good,did something adorable,ollie,ollie did something adorable
9a124c0f-fe5e-465d-be5b-aab4d332d562,2017-01-17T03:54:24.049946,bad,decided not to go for a walk,zeep,zeep decided not to go for a walk
88c11b2c-a46e-4f3b-b061-793eb6471767,2018-04-07T22:57:03.049957,bad,attacked me,peanut butter,peanut butter attacked me
d04b64b6-a39a-4233-a519-6be5b86504ad,2020-04-28T21:54:09.049965,good,cuddled with me,peanut butter,peanut butter cuddled with me
2d80de84-544a-49c6-8407-9e5026bfdd41,2021-04-28T17:17:24.049975,bad,sat on keyboard,idget,idget sat on keyboard
e6f2cb0d-f13a-4034-9f6b-1025b0ea3115,2021-05-17T02:51:11.049984,bad,sat on keyboard,zeep,zeep sat on keyboard
5eabe1c6-0f68-4f7b-98b3-45fd710681e6,2019-10-12T11:54:32.049993,bad,attacked partner,peanut butter,peanut butter attacked partner
066d146c-30e2-4d69-b3ce-1dc36e02dd4f,2021-11-19T00:28:26.050001,good,cuddled with dog,biscuit,biscuit cuddled with dog
9ce025b2-6eea-46d0-9ab6-174c783b03a5,2017-05-20T05:33:34.050010,bad,attacked partner,idget,idget attacked partner
11c8999e-df1f-4de5-95a6-835e900189c8,2017-10-06T12:16:24.050019,bad,attacked partner,peanut butter,peanut butter attacked partner
79fffc80-f18a-4ba1-bdf6-d9b33c4c8889,2021-09-22T18:00:08.050028,bad,attacked me,ollie,ollie attacked me
7de55e6e-1e40-4f5b-af8a-decba97a3b7e,2018-02-14T04:57:23.050037,bad,sat on keyboard,peanut butter,peanut butter sat on keyboard
c8d933dd-f815-47e1-b13c-c27ecfec164a,2019-02-09T07:59:08.050045,good,cuddled with partner,idget,idget cuddled with partner
c464572a-ac0e-4eac-80b0-0d4cea8c1cb8,2018-10-10T19:59:46.050054,bad,scratched furniture,peanut butter,peanut butter scratched furniture
7934de21-3d0d-4b39-8a0d-84500b356377,2019-01-01T17:20:25.050063,good,cuddled with dog,idget,idget cuddled with dog
37f312ea-9df7-4233-9de1-fcbcd25ed272,2017-02-09T22:13:07.050071,bad,attacked partner,zeep,zeep attacked partner
c3d0b52c-7dee-48af-a6d1-80a48d1801bc,2018-09-08T22:22:53.050079,good,cuddled with me,zeep,zeep cuddled with me
67ed9c0a-b93d-4c32-8f56-5f7630eae02b,2019-07-04T03:17:09.050090,good,cuddled with dog,dr pepper,dr pepper cuddled with dog
cc5dabee-57ff-4255-9f79-bac395e41ff6,2018-12-22T10:38:35.050100,bad,scratched drapes,biscuit,biscuit scratched drapes
aa885f1c-74f2-4712-8de9-7d8da25db7fb,2018-01-04T21:56:31.050108,bad,attacked partner,ollie,ollie attacked partner
0b01450b-5c06-4804-b46e-a0b970e6cc02,2019-02-11T11:06:50.050117,bad,attacked dog,sammy,sammy attacked dog
f4b4faa3-3f77-40d6-a744-7565179e84c1,2020-10-10T23:23:44.050125,good,cuddled with dog,sammy,sammy cuddled with dog
8e26da9a-8411-4dfe-b00f-f1d0358bfa1c,2017-02-09T11:45:29.050134,good,did something adorable,peanut butter,peanut butter did something adorable
52e3838f-d223-40c5-883d-f8dd1f250fd1,2019-02-22T13:36:17.050142,bad,attacked partner,idget,idget attacked partner
69b348cc-2456-4242-9696-92660c64d4f4,2018-06-06T04:39:24.050150,bad,decided not to go for a walk,peanut butter,peanut butter decided not to go for a walk
4ba8a3d1-74a5-4c59-9ccf-7b1c9ef6e78d,2019-04-16T08:25:16.050160,bad,attacked partner,sammy,sammy attacked partner
8aee54e4-b813-4192-a373-c9e1980c2c7a,2021-09-19T15:55:56.050169,bad,scratched furniture,biscuit,biscuit scratched furniture
e8cfb37e-cd07-4123-928a-c782458304f3,2019-09-02T02:55:24.050178,bad,attacked me,peanut butter,peanut butter attacked me
ea94cdda-c7fe-4fd4-ab36-d4c7c4f15860,2020-07-08T22:59:17.050186,good,cuddled with partner,biscuit,biscuit cuddled with partner
b81ebfd5-6f8a-43e5-a6b7-b90d01ccc320,2019-03-07T22:33:42.050195,bad,attacked partner,mio,mio attacked partner
4d081564-7283-408a-a138-9c5a2940341d,2019-12-23T02:44:35.050203,bad,scratched drapes,sammy,sammy scratched drapes
7f3f0b24-653a-49ac-81a4-ead447e1a85b,2018-11-28T15:44:58.050214,good,plays fetch,dr pepper,dr pepper plays fetch
bfa7adc6-5483-4803-a146-1e373001d915,2021-09-05T16:05:46.050222,good,cuddled with dog,sammy,sammy cuddled with dog
b95301a7-8fe3-44ba-9160-31beb51d61dc,2018-06-30T12:13:07.050231,bad,decided not to go for a walk,mio,mio decided not to go for a walk
6eb251cc-3264-45c6-a0e9-393dbbed5b56,2021-08-14T15:56:38.050242,bad,attacked partner,biscuit,biscuit attacked partner
6aa0c915-d577-48a6-a025-0a0844bd499d,2021-01-08T03:03:49.050250,bad,attacked partner,peanut butter,peanut butter attacked partner
3b841dde-ee7d-4a81-b65e-3823c5e31efb,2021-08-04T03:28:49.050259,bad,scratched furniture,idget,idget scratched furniture
2874820d-d05d-401b-b589-ef6f0ddd86e4,2021-04-17T17:22:36.050269,good,cuddled with partner,peanut butter,peanut butter cuddled with partner
e09db10f-2057-4300-8a1c-35a4c4b319c8,2020-12-03T03:02:55.050277,bad,attacked me,peanut butter,peanut butter attacked me
ed5fce1c-3266-46be-9e88-89899f791f46,2020-09-23T23:01:06.050286,bad,scratched furniture,zeep,zeep scratched furniture
f0852d58-e7f4-4ed1-8463-d9e381cc2046,2019-07-23T21:40:59.050294,bad,decided not to go for a walk,zeep,zeep decided not to go for a walk
2e1c9992-5a6a-419e-93dc-91a5048bc366,2020-06-21T15:40:28.050303,bad,sat on keyboard,biscuit,biscuit sat on keyboard
9ac2fba8-6892-4122-b557-1da1095a1f3a,2020-11-18T15:24:23.050311,bad,decided not to go for a walk,biscuit,biscuit decided not to go for a walk
188aa2c3-74ad-4092-9ce0-88cacb78c5ab,2021-05-13T18:25:50.050320,good,cuddled with me,ollie,ollie cuddled with me
47a93bfe-16e3-478e-b024-8ccbd21ab0b8,2017-03-19T16:42:45.050330,bad,scratched furniture,biscuit,biscuit scratched furniture
c0d0d803-2a9f-4187-a7e4-048f875eea76,2017-07-26T19:19:49.050339,good,cuddled with partner,ollie,ollie cuddled with partner
0aa2fabe-4311-426f-b7a1-d0813b8dc903,2017-11-24T22:38:00.050347,bad,scratched drapes,zeep,zeep scratched drapes
c409f715-9f10-4714-b258-06a476901038,2021-12-07T01:57:27.050356,bad,attacked me,ollie,ollie attacked me
585edd73-4ace-4fd0-bc09-f9c5c7f8a8c8,2020-01-11T11:09:45.050364,bad,scratched drapes,ollie,ollie scratched drapes
7dc9e2be-ba52-4057-ad18-bbca3cafe24d,2018-09-07T15:26:53.050374,good,did something adorable,sammy,sammy did something adorable
85af1596-87fb-407e-8168-025411fe46f2,2018-05-30T04:08:33.050382,bad,scratched drapes,dr pepper,dr pepper scratched drapes
c879a73a-79d9-4d4b-bd0c-63e72a80f7ea,2021-07-03T16:43:25.050391,good,cuddled with dog,sammy,sammy cuddled with dog
5e10ec01-cf20-426e-840d-f21b524a09cc,2017-07-19T12:20:07.050400,bad,scratched drapes,idget,idget scratched drapes
8a2a1791-3fbf-4682-9129-638558dfdb55,2018-06-06T01:54:54.050408,good,plays fetch,biscuit,biscuit plays fetch
fa10ba74-77e3-4b76-b999-a47b3b116aa9,2018-06-26T11:27:45.050416,good,did something adorable,zeep,zeep did something adorable
a212bba9-fbb5-4349-8b86-5e833c19db08,2020-08-12T22:49:32.050425,bad,attacked dog,dr pepper,dr pepper attacked dog
e7fd1fc3-9e91-41e9-afc2-3c7d2dd321e8,2018-12-16T10:00:12.050434,bad,sat on keyboard,biscuit,biscuit sat on keyboard
bfaf91cd-a7a0-4dfc-9c55-aa9972c775cb,2021-06-26T17:39:16.050445,good,cuddled with dog,peanut butter,peanut butter cuddled with dog
b9cf2f8e-d628-4eef-bcee-c0421ea994e1,2020-07-25T23:48:46.050454,bad,scratched furniture,biscuit,biscuit scratched furniture
58f54dae-350b-4a0e-a89a-00a146df69ee,2018-03-24T12:24:16.050462,bad,sat on keyboard,zeep,zeep sat on keyboard
940821ae-e1d4-4ff0-8a9f-a96c4b6fb1f0,2020-04-16T19:41:26.050471,bad,attacked me,mio,mio attacked me
dc723709-bc25-491d-8542-2b2df5a142fa,2019-08-13T05:32:14.050479,bad,attacked dog,mio,mio attacked dog
0f2afaa3-c556-4502-a874-7ca5558f84f3,2019-09-06T21:53:43.050487,bad,attacked partner,biscuit,biscuit attacked partner
1fd7e0ab-dab2-4aaa-bd2e-dec56d374c73,2021-02-07T20:12:35.050496,bad,attacked partner,zeep,zeep attacked partner
375a7ef1-923a-411b-bfda-751bf28f6f30,2019-11-11T15:34:33.050505,bad,attacked me,idget,idget attacked me
eb9aa66f-8f8e-4c31-926c-e772a3b9e3d0,2019-07-17T10:55:22.050517,good,did something adorable,peanut butter,peanut butter did something adorable
06fe6551-7030-489b-8e97-67b6cd5d6cea,2019-11-18T20:35:03.050526,good,cuddled with partner,sammy,sammy cuddled with partner
be823ac9-fc1f-4caa-b00c-e334605435e1,2019-07-02T15:14:54.050535,bad,attacked me,idget,idget attacked me
1ab257b0-0ae1-4985-b079-71ed5da8774d,2021-10-10T23:57:50.050545,bad,scratched furniture,ollie,ollie scratched furniture
551e792e-beff-47ac-a434-814ee64d752a,2019-12-28T13:18:42.050553,bad,decided not to go for a walk,idget,idget decided not to go for a walk
bc1c14c2-b393-47f5-b638-5626e5198fe0,2018-04-16T17:18:25.050563,good,did something adorable,biscuit,biscuit did something adorable
3718ac4c-5ce5-4b33-97c3-f05abb25d007,2017-09-13T06:08:41.050572,good,cuddled with partner,ollie,ollie cuddled with partner
f255f169-fb78-4f6d-9d77-258cc25b6ca8,2019-11-01T03:18:32.050580,bad,attacked me,dr pepper,dr pepper attacked me
9e8403dc-aaa5-4a47-a7a5-8bc250e202d7,2021-06-28T20:48:29.050589,good,cuddled with dog,ollie,ollie cuddled with dog
f25ec3db-f175-44c7-9b30-8656f05cf587,2021-05-11T19:53:04.050597,bad,scratched drapes,sammy,sammy scratched drapes
63261d89-f0d7-4ffa-b9da-ebf41256e5a2,2020-12-30T12:50:57.050606,good,cuddled with dog,zeep,zeep cuddled with dog
472fb368-bbf0-47a8-92d9-b98248c57f47,2020-11-16T11:10:58.050614,good,cuddled with dog,peanut butter,peanut butter cuddled with dog
6da64da4-87ad-4a09-aedd-a8b82d041925,2021-06-27T07:09:43.050623,good,cuddled with me,sammy,sammy cuddled with me
56b14f4c-6dc9-4e0e-80f6-06d4dd49a236,2021-03-04T05:42:27.050631,bad,attacked dog,biscuit,biscuit attacked dog
0d0ef957-b510-4047-a261-569bc3efdb71,2021-01-20T02:05:46.050639,good,cuddled with dog,sammy,sammy cuddled with dog
4edc562e-96a2-4161-a1ad-7ddd7fd9b442,2020-05-02T17:18:30.050648,bad,scratched drapes,sammy,sammy scratched drapes
5e6795a3-d0fb-40ad-8c96-807411540977,2018-09-28T12:13:04.050657,good,did something adorable,mio,mio did something adorable
37246556-dda0-48f9-a9aa-2b680b699acd,2017-06-05T21:34:19.050665,good,did something adorable,mio,mio did something adorable
7ff97979-ff86-4ce0-981d-ae9dc65e091f,2019-02-23T10:06:25.050674,good,plays fetch,dr pepper,dr pepper plays fetch
c75f2b95-4b9a-48d7-bd3b-533ec19f3a87,2020-08-12T03:57:17.050684,bad,decided not to go for a walk,zeep,zeep decided not to go for a walk
ab77b199-20ff-40f8-8b3d-e5b267c11164,2021-09-03T02:14:19.050693,bad,decided not to go for a walk,dr pepper,dr pepper decided not to go for a walk
e4690e4a-0639-4d26-9141-36fd2883d583,2021-02-02T08:47:12.050702,good,cuddled with me,ollie,ollie cuddled with me
c87ccff2-5666-464c-ae1e-e9ce65f51ae0,2019-01-04T23:17:49.050710,good,plays fetch,ollie,ollie plays fetch
31832949-2d1a-4c37-bbe8-d1af6c5555db,2019-09-05T19:21:20.050719,bad,attacked me,peanut butter,peanut butter attacked me
6b7e8ba7-790f-4210-bef4-fbd856a18770,2019-07-21T01:00:23.050727,good,cuddled with dog,biscuit,biscuit cuddled with dog
02be4665-ba08-4ec5-9c9a-89afb05e845c,2020-11-10T08:32:27.050736,bad,attacked me,peanut butter,peanut butter attacked me
dda48323-c104-43ff-8a99-13060927cfbf,2020-11-28T17:05:17.050744,bad,scratched drapes,idget,idget scratched drapes
f64325ba-1c09-4777-b294-b1a744daa72e,2021-01-31T15:14:24.050754,bad,sat on keyboard,zeep,zeep sat on keyboard
b84eb68e-f451-48e3-aeff-2d9afc1b3132,2017-11-23T03:54:15.050763,bad,attacked partner,mio,mio attacked partner
86c5db16-30ea-4fa8-8d65-596db1bd55b5,2021-12-13T00:48:50.050772,bad,attacked me,biscuit,biscuit attacked me
4f92d0d5-fea8-4752-905b-62827524b24b,2018-04-09T01:31:16.050780,good,cuddled with partner,biscuit,biscuit cuddled with partner
ec62bca4-53a0-4870-a43f-a1cf5ecef22a,2020-11-23T12:17:32.050789,good,cuddled with me,dr pepper,dr pepper cuddled with me
d2bbacdd-59e9-45e0-bc1e-c0cc323efb79,2018-12-03T02:03:50.050802,good,plays fetch,idget,idget plays fetch
f2cafe03-0d3d-469c-9368-b91399ed06a5,2017-10-18T22:58:34.050811,bad,decided not to go for a walk,peanut butter,peanut butter decided not to go for a walk
c86e0d7e-ef10-48f9-bc2f-39b31e4f86ea,2017-08-22T15:59:21.050819,bad,attacked partner,ollie,ollie attacked partner
aab3c27b-3eaf-4a18-9244-8248ec4e4744,2017-12-06T16:35:47.050828,bad,decided not to go for a walk,zeep,zeep decided not to go for a walk
1212f7ca-17cd-4664-a814-9e571d5da8a6,2018-10-22T13:15:13.050836,bad,attacked partner,dr pepper,dr pepper attacked partner
7bad78b1-9aae-4215-b85c-6755cedf5004,2021-09-18T05:40:05.050845,bad,scratched drapes,peanut butter,peanut butter scratched drapes
147a6a4c-8685-4ebb-88cd-1738e3a82db2,2020-12-02T01:02:00.050853,bad,decided not to go for a walk,biscuit,biscuit decided not to go for a walk
7131eee8-d055-476f-8577-7479eda5f5e5,2021-01-25T15:13:58.050862,good,cuddled with partner,mio,mio cuddled with partner
591971ec-4050-4f74-b544-3a64a4e1d5cf,2020-03-17T00:35:14.050870,good,cuddled with partner,dr pepper,dr pepper cuddled with partner
a8c94fb3-3852-40c8-ac98-64b16a057c8f,2020-05-15T04:02:53.050878,good,cuddled with partner,sammy,sammy cuddled with partner
3da43aad-1fc0-460a-b443-911f3ad3956d,2019-07-25T19:56:05.050887,bad,scratched furniture,zeep,zeep scratched furniture
b2f0d5c4-027c-45f2-8422-ff5c37ca5441,2018-10-23T16:34:47.050895,bad,attacked dog,dr pepper,dr pepper attacked dog
9d141b84-f51c-4d4c-9674-9e3eb8a36e0f,2018-09-09T00:27:54.050904,bad,attacked partner,ollie,ollie attacked partner
45ae3218-2962-4feb-97b8-647ab40e9886,2020-10-21T17:13:55.050914,good,did something adorable,idget,idget did something adorable
2e71c201-f56e-4c03-a67f-3db78ab39faf,2020-03-06T06:57:05.050922,bad,sat on keyboard,mio,mio sat on keyboard
5421d69b-897b-4b63-9c22-8c65a7029119,2017-06-08T08:04:25.050931,good,cuddled with me,dr pepper,dr pepper cuddled with me
9f16ab92-f6d7-478a-8ade-59133e2bd9be,2017-03-06T18:45:53.050940,bad,decided not to go for a walk,sammy,sammy decided not to go for a walk
18a29796-dcf9-4472-b103-ffc5dfea254a,2019-09-12T22:46:19.050948,bad,scratched furniture,ollie,ollie scratched furniture
b01d457b-20e9-445b-b95f-058e6407899c,2019-05-08T17:57:47.050957,bad,attacked dog,idget,idget attacked dog
c9b0653e-ef7d-477c-bc3b-bfa4375f9892,2021-02-21T09:37:35.050965,good,did something adorable,biscuit,biscuit did something adorable
9dedcb32-9c17-4511-9ba0-8f5ba15c474b,2017-10-25T10:46:29.050974,good,cuddled with dog,biscuit,biscuit cuddled with dog
b84c9ada-d07b-4873-b510-3b51a71d3018,2017-11-21T22:22:57.050982,good,plays fetch,idget,idget plays fetch
82d8286a-bd83-4f5c-a8fc-e70b128679db,2020-12-30T13:23:54.050992,bad,scratched drapes,biscuit,biscuit scratched drapes
ea6ab0a7-884e-4442-bfcf-fe3e19430d2b,2021-06-04T20:23:53.051001,good,plays fetch,peanut butter,peanut butter plays fetch
d80ad86f-7182-4714-8989-678d7a1c950a,2018-01-19T07:18:31.051010,bad,sat on keyboard,biscuit,biscuit sat on keyboard
f21decdb-6f55-44ea-809f-13d96015b552,2019-06-05T12:56:36.051019,bad,attacked partner,biscuit,biscuit attacked partner
0e1ef61a-01fd-4dd3-b1d7-d7c1f29b0f85,2021-09-03T01:41:16.051029,good,cuddled with dog,idget,idget cuddled with dog
069178dc-9971-4903-bb02-b0a15a5b885d,2017-04-16T04:22:03.051037,good,cuddled with dog,biscuit,biscuit cuddled with dog
09ce3aa9-d100-4016-95ae-47cbb3e9bcf8,2021-02-14T10:27:18.051046,bad,attacked partner,biscuit,biscuit attacked partner
9e3ea092-b331-4384-b19c-229dab40cdee,2020-06-12T00:35:57.051054,bad,attacked partner,idget,idget attacked partner
cd9691bc-b1b4-494d-970c-0fddcdb53079,2018-09-15T06:24:56.051063,bad,attacked dog,ollie,ollie attacked dog
7d4327f0-7973-4006-99ea-c20d7a18087f,2018-02-02T02:51:53.051071,good,cuddled with me,biscuit,biscuit cuddled with me
4a9b1213-cdb8-4fa2-a848-e04379159084,2018-02-08T23:31:04.051083,good,did something adorable,biscuit,biscuit did something adorable
505a3ca3-2413-4faf-ba09-5cdb7bf77a42,2017-11-08T10:35:01.051091,bad,scratched furniture,idget,idget scratched furniture
3cdd59ee-d4e5-42c0-ad89-d6bee6512099,2017-01-28T17:42:58.051100,bad,decided not to go for a walk,ollie,ollie decided not to go for a walk
6aa704f3-e41e-4c9c-9c8c-27cbcf302f3b,2017-11-01T10:50:32.051108,bad,scratched drapes,zeep,zeep scratched drapes
95888d03-7271-4ce8-9312-d5b8a4b2f386,2017-04-24T06:43:08.051117,bad,scratched drapes,dr pepper,dr pepper scratched drapes
f7b12a18-e6bb-4011-828e-a69e9e336524,2021-04-19T18:48:31.051125,bad,attacked me,mio,mio attacked me
cd4ea9fe-e4c9-4535-a643-9ca51a2787c3,2020-08-24T21:22:43.051134,good,cuddled with partner,idget,idget cuddled with partner
3b23c898-2e8a-4d3e-9137-03a261ca24b9,2017-12-14T15:51:23.051142,bad,attacked me,mio,mio attacked me
feb04562-2c5c-465e-8323-b99189d4a85e,2017-11-01T20:50:06.051152,bad,attacked partner,sammy,sammy attacked partner
4e00748d-79b2-474a-a81a-334029be0343,2019-01-03T16:17:47.051161,good,cuddled with dog,sammy,sammy cuddled with dog
b74c65fe-a4d5-404b-984a-634fe9e6c456,2020-06-01T18:13:54.051170,bad,attacked partner,idget,idget attacked partner
a34debf5-f1e1-4e80-832f-1657f46a8776,2018-06-26T02:06:39.051178,bad,decided not to go for a walk,idget,idget decided not to go for a walk
bfb77150-d665-44dc-97ca-7e60b69bc9a1,2019-10-12T03:05:08.051186,bad,scratched furniture,peanut butter,peanut butter scratched furniture
1afa2ad7-d979-4a96-9a68-6ea822b000c2,2020-06-03T09:13:13.051195,bad,attacked me,dr pepper,dr pepper attacked me
020e0275-7d43-4fc9-8bba-ecb343324d1d,2019-03-27T00:14:52.051204,bad,attacked dog,mio,mio attacked dog
943ae530-fbca-4af7-8995-bd360b236abb,2017-07-26T09:08:20.051212,good,cuddled with me,idget,idget cuddled with me
714e6735-e1d3-4670-b38b-54e963bff17a,2018-06-08T23:23:24.051221,good,did something adorable,sammy,sammy did something adorable
d890cd61-8886-4582-9d5c-d8413d2cc6c0,2019-09-13T18:04:36.051230,good,cuddled with dog,mio,mio cuddled with dog
9735aa44-b429-4f41-ac44-93ebd900069f,2021-03-08T07:39:04.051240,good,cuddled with partner,biscuit,biscuit cuddled with partner
3098a1b1-3381-4f66-8327-dbafb89daaa6,2020-01-03T01:47:05.051249,bad,decided not to go for a walk,idget,idget decided not to go for a walk
45e4ffe0-2d11-45fb-aad7-91b32b72f6dc,2017-09-07T16:57:47.051258,bad,attacked dog,zeep,zeep attacked dog
8dae4afd-a35c-4cda-97e5-8e18233128ea,2018-04-10T14:01:17.051268,bad,sat on keyboard,biscuit,biscuit sat on keyboard
e9ca2ab8-0952-4cd7-abc2-3783923e3ba3,2018-07-05T03:03:25.051277,bad,scratched furniture,ollie,ollie scratched furniture
682e9044-88b9-451d-8e2c-0958b38f9c2a,2017-01-10T08:17:04.051285,bad,attacked dog,idget,idget attacked dog
a086a484-ac72-4d5b-a229-76effe2ed2d0,2021-02-14T07:34:55.051296,good,cuddled with partner,mio,mio cuddled with partner
d4b3d717-d4df-4a02-a239-a7f591f49b12,2020-08-12T17:32:04.051304,bad,attacked dog,sammy,sammy attacked dog
ee105fd9-4895-4744-88e0-7836b1ef20f0,2021-10-29T15:30:47.051312,good,did something adorable,biscuit,biscuit did something adorable
6f7c5f2b-c175-4b29-8f60-890790ce664c,2017-08-30T08:19:53.051321,good,did something adorable,peanut butter,peanut butter did something adorable
a6dad772-960b-4ab0-bcb9-92ec0eb2eb81,2017-03-06T03:38:57.051329,bad,scratched drapes,mio,mio scratched drapes
99fb2147-934a-4fe0-bdfd-f203e57f4b8b,2021-08-06T03:05:14.051338,good,plays fetch,zeep,zeep plays fetch
1e69055c-a74e-45d0-bf8a-aea0f86f4f32,2018-03-23T18:17:59.051347,bad,attacked dog,zeep,zeep attacked dog
931af2a8-74a0-4046-a3bd-fd645cc47608,2021-03-22T12:45:15.051357,bad,decided not to go for a walk,sammy,sammy decided not to go for a walk
099bb71e-bf94-49a5-b92c-06518d64a85c,2021-06-14T15:56:18.051367,good,cuddled with dog,dr pepper,dr pepper cuddled with dog
f9300b6e-744a-4c41-9675-1bf263a585be,2018-05-04T05:58:16.051375,good,did something adorable,mio,mio did something adorable
7316672e-433a-4ad6-80c7-ea55227123a5,2020-09-26T12:34:26.051385,good,cuddled with dog,mio,mio cuddled with dog
0c099303-19d6-45ba-8354-0d5d58d9a4a3,2020-03-20T03:32:26.051394,good,cuddled with partner,peanut butter,peanut butter cuddled with partner
25bd9b69-0732-4189-a466-8a82890882fa,2017-01-04T18:49:34.051402,bad,decided not to go for a walk,biscuit,biscuit decided not to go for a walk
5a68c3fb-a704-4ff9-95d1-88169ecdd627,2018-06-12T13:42:04.051411,good,did something adorable,dr pepper,dr pepper did something adorable
6a39163e-615b-48cf-8238-83999a688c50,2018-11-28T14:33:44.051419,good,cuddled with dog,peanut butter,peanut butter cuddled with dog
5c5f0984-c816-44fe-9957-020d6907f5a0,2017-11-27T20:40:19.051428,bad,scratched drapes,zeep,zeep scratched drapes
ac8b3ba2-d2bc-483f-9a58-05444a4498cc,2020-12-06T19:50:28.051436,bad,decided not to go for a walk,zeep,zeep decided not to go for a walk
acc85011-c6b3-4120-9bc3-badba4c71e5a,2021-11-06T03:33:14.051445,good,plays fetch,mio,mio plays fetch
b5ec716e-7296-4e68-b5ef-7adae10f096f,2021-07-31T14:34:22.051454,good,cuddled with partner,ollie,ollie cuddled with partner
c2f4c630-d56d-4df2-a514-c3b9be0e437c,2018-06-06T09:48:33.051491,bad,attacked partner,sammy,sammy attacked partner
db29c533-0e7b-4d02-aa02-c57712405632,2021-01-24T03:49:27.051500,bad,attacked partner,peanut butter,peanut butter attacked partner
f8cfcf40-bc3b-44b1-9c4e-0d30b412598c,2018-05-27T03:16:17.051508,bad,decided not to go for a walk,idget,idget decided not to go for a walk
0af3cc89-f45e-4db8-bef9-471717ba71c6,2019-07-03T16:16:55.051517,bad,attacked me,biscuit,biscuit attacked me
4e7b84a3-1601-4ed7-b16c-f463edf4bd33,2020-12-27T14:02:19.051527,bad,attacked dog,ollie,ollie attacked dog
2e50a839-1492-48b5-b932-1445a8cbc1ec,2020-08-31T09:20:06.051537,bad,attacked partner,idget,idget attacked partner
549ff98e-30e6-4ae1-99d0-9136c534621b,2018-06-30T14:40:09.051548,bad,decided not to go for a walk,peanut butter,peanut butter decided not to go for a walk
88307ede-7c0e-4a4c-aaf2-a2aa2d7bdc57,2020-08-09T23:50:51.051557,bad,attacked partner,peanut butter,peanut butter attacked partner
6dbe8a05-15f4-417c-9360-2bbfccb973c4,2018-08-15T15:50:27.051565,bad,attacked partner,biscuit,biscuit attacked partner
d2787db4-b41b-4699-b1ec-d231ea2dd7dc,2017-07-18T19:34:35.051574,good,did something adorable,biscuit,biscuit did something adorable
e0cfb801-87ff-4d39-a332-aad37737b5b3,2021-01-07T22:49:23.051582,bad,attacked dog,biscuit,biscuit attacked dog
62171370-83cd-4d2b-b39b-6088245fff5b,2017-09-30T06:27:43.051591,bad,attacked dog,mio,mio attacked dog
fa3df4ed-9944-4a3e-9902-d3bb53415dea,2018-04-13T10:29:47.051599,bad,decided not to go for a walk,biscuit,biscuit decided not to go for a walk
eeabbe53-b8af-4ef6-9fd1-10b14b16d55e,2017-06-06T12:31:53.051608,good,did something adorable,mio,mio did something adorable
d1b19509-a0a6-4fef-a54b-a1a7ac7c3f79,2021-10-19T21:47:57.051616,bad,scratched drapes,dr pepper,dr pepper scratched drapes
4113b671-ed05-43d1-9c8b-c358bc0f1d75,2018-03-04T09:34:08.051625,bad,attacked dog,dr pepper,dr pepper attacked dog
5aecd88e-a797-4228-9669-3504d130a8cf,2020-04-01T13:05:27.051633,good,cuddled with dog,peanut butter,peanut butter cuddled with dog
85bbedec-4041-4466-b13c-19c29da92998,2018-05-17T04:54:21.051642,bad,attacked me,peanut butter,peanut butter attacked me
7b683538-8481-4d5c-b072-e8dae50e2a7b,2020-06-14T00:41:08.051652,bad,attacked partner,zeep,zeep attacked partner
192ced40-b7bd-4ef4-97d4-61c03a460f25,2020-07-10T00:01:42.051662,bad,attacked dog,dr pepper,dr pepper attacked dog
e0770a84-d2d7-4118-931e-33313669181d,2019-03-20T14:11:34.051671,bad,scratched furniture,sammy,sammy scratched furniture
